storyid,storytitle,sentence1,sentence2,sentence3,sentence4,sentence5
8aee4e36-5eec-4d31-8ad6-e5f5e55380a2,Perkawinan,Leah menikah pada usia 16.,Dia mencintainya tetapi mereka tumbuh terpisah.,Dia bertemu dengan seorang pria yang luar biasa 2 tahun kemudian.,Mereka jatuh cinta.,Leah menikahinya dan bahagia.
9e2e4018-a611-493e-af71-8336edcd2e00,Teman saya Chris,Chris terjebak di rumah selama sepuluh tahun karena masalah kaki.,Suatu hari dia menemukan program obrolan di internet.,Dia bertemu dengan seorang wanita bernama Janet.,Mereka menjadi teman dan dia terbang ke Australia untuk bertemu dengannya.,Mereka sekarang sudah menikah.
a1babd95-49b2-47a8-8817-418de144a2ca,Pernikahan,Matthew menikah di Virginia Barat.,Tapi keluarganya dari Kentucky.,Mereka semua carpool untuk sampai ke sana.,Itu adalah perjalanan yang sangat panjang.,Tapi mereka berhasil di sana untuk hari bahagia!
f5ef6010-d32e-4d22-9497-acfdfef2aaab,Teman sejati,Sarah tidak memiliki banyak teman yang tumbuh dewasa.,"Ketika dia menjadi tua, dia tiba -tiba sangat cantik.",Dia menikah dengan seorang aktris terkenal.,"Tiba -tiba, semua orang ingin menjadi temannya.",Tapi Sarah tahu siapa teman sejatinya.
234a1484-f5a9-4011-a79e-99d08acb5e00,Bagaimana saya bertemu gadis saya,Saya menghabiskan banyak waktu memancing di tepi pantai.,"Suatu hari, saya bertemu Rea yang indah yang memancing tepat di tempat saya.",Saya menantang Rea ke kompetisi memancing untuk mendapatkan tempat saya kembali.,Dia mengalahkan saya dan saya harus melakukan apa pun yang dia minta.,"Untungnya, dia meminta saya untuk membawanya berkencan dan kami berkencan sejak saat itu."
8ee44482-3e69-43f1-811f-95b47ec94c84,Valentine,Ricard mencintai Amy.,"Sayangnya, Amy tidak pernah memperhatikannya.",Ricard terus mengirim bunga dan cokelat setiap valentine.,"Lima tahun berturut -turut, dia terus melakukannya.",Ricard berhasil menikahi Amy tahun lalu.
84117a0f-d80b-47c7-b98b-a433734ae0ec,Yorkie tidak direncanakan,Roni adalah pecinta kucing.,Tapi dia menikah dengan pria yang membenci kucing.,Mereka berdua menyukai burung sehingga mereka pergi ke toko hewan peliharaan untuk menemukannya.,Satu -satunya hewan peliharaan di sana adalah Yorkie berusia 6 minggu yang dia cintai.,Atas dorongan dia membeli Yorkie dan telah memilikinya selama 3 tahun sekarang.
4690dd93-04f2-4063-b7f6-e163203d52c1,Liburan impian,Pat dan Sherri telah menikah selama 20 tahun.,Mereka telah menjalani seluruh hidup mereka di Michigan dan tidak pernah pergi.,Jadi mereka merencanakan perjalanan ke Hawaii dan menghemat uang selama 3 tahun.,"Ketika mereka punya cukup uang, mereka melakukan perjalanan ke Hawaii.",Pat dan Sherri sangat menikmati Hawaii dan mengatakan itu adalah liburan impian.
0c4099fe-97b5-4e5d-95d4-a0bec3291633,Cinta yang baru ditemukan Bryan,Bryan bertemu seorang gadis baru malam itu.,Dia memanggilnya keesokan paginya dan memintanya berkencan.,Mereka bertemu malam itu dan makan malam.,Tanggal berjalan sangat baik mereka sekarang berkencan.,Bryan sangat senang jatuh cinta padanya.
52975a92-5bae-47d9-bf4d-bfb1f7a26124,Ditemukan,Anjing Kia melarikan diri.,Dia patah hati.,Dia memasang tanda -tanda di seluruh.,Segera seorang tetangga mengembalikan anjingnya.,Kia sangat bersyukur!
5c2379f4-7f36-4d49-90c0-eb23a665682e,Kencan buta,Tom sudah lajang untuk sementara waktu.,Teman -temannya menjebaknya saat berkencan.,Dia tidak yakin tentang hal itu masuk.,Tom benar -benar bersenang -senang.,Mereka berkencan beberapa kali lagi.
f974ab3d-ecc1-435a-8f0c-0a2c623b1203,Bayi pelangi,"Setelah mencoba waktu yang lama, seorang wanita yang sudah menikah akhirnya mengandung bayi.",Sayangnya setelah waktu yang sangat singkat dia kehilangan anak itu.,Suaminya meyakinkannya bahwa mereka bisa mencoba lagi.,Dua bulan kemudian pasangan itu dikandung lagi.,Kali ini bayi membuatnya penuh waktu dan sangat sehat.
02399b9e-467e-4ac3-8b9d-c14f9fe43ed7,Perubahan bayi,Georgina baru hamil.,Dia masuk untuk USG pertamanya.,Hasilnya mengungkapkan bahwa Georgina sebenarnya hamil untuk sementara waktu.,Kencan baru ini mengubah segalanya tentang kehamilannya.,Georgina senang lebih dekat untuk bertemu bayinya.
448c8d48-87fb-4f6b-9791-743e7fb5a48e,Bukan itu cara kerjanya,Suamiku telah memutuskan dia ingin tinggal di rumah ayah.,Kami tidak punya anak.,Yang kami miliki hanyalah dua kucing.,Dia bermain dengan mereka sepanjang hari dan memanggil mereka Laurel dan Hardy.,Saya tidak percaya saya menikah dengan pria ini.
ca8f8a27-d104-4252-9992-c327dd610eaf,Pemotretan pernikahan,Allie akan menikah.,Kakaknya Stacy ingin mengambil gambar.,Tapi kemudian hujan mulai turun.,Jadi mereka harus berada di bawah atap.,Foto -foto itu masih bagus.
b2bed55e-13a1-4ba4-89b1-7e6dc27949ee,Mendapatkan Perawatan Spa,Allie akan menikah dalam beberapa hari.,Dia bersemangat.,Tapi dia membutuhkan hari spa.,Jadi dia menjadwalkan hari yang panjang.,"Saat dia mendapat perawatan, masalahnya mencair."
5857c0f4-2fff-4589-b46f-9e57cfea40c4,Menantang ketakutannya,Lena memiliki fobia tentang terbang dan menghindari pesawat seumur hidupnya.,"Ketika sahabatnya menikah di Bahama, dia memiliki dilema.","Putus asa untuk menghadiri pernikahan, Lena pergi ke penasihat untuk meminta bantuan.","Dengan konseling dan obat penenang herbal, Lena berani pesawat.","Dia berpegang teguh pada tangan temannya, tetapi dia bangga melakukan perjalanan!"
b33b827b-8056-489d-bd2e-0a8ef1401433,Itu keluarga,Orang tua saya berada di tengah perceraian yang sangat jahat.,Hari ini saya mengetahui bahwa ayah saya membuat gugatan terhadapnya.,Dia memanggilku untuk bersaksi dalam gugatannya.,Saya sudah mencoba untuk tidak meludah selama enam tahun sekarang.,"Jika saya tidak muncul dan bersaksi dalam setelan ini, saya bisa masuk penjara."
47d1c754-3341-47ed-8ced-a55046a5294a,"Umm, terima kasih",Hari ini seorang pria yang lucu mendatangi saya dan meminta nomor saya.,"Saya senang memiliki perhatian, jadi saya menuliskannya.","Ketika dia memperhatikan saya, dia mengatakan itu tidak harus menjadi bilangan real.","Patah hati, saya tetap memberinya bilangan saya.",Dia tidak pernah menelepon.
6e0bb5f6-558e-4256-b8e0-d8d52e2d0c23,Pernikahan Hari Buruh,Janet dan Justin mulai berkencan ketika mereka berdua berusia 25 tahun.,"Pada peringatan 1 tahun mereka, mereka berbicara tentang menikah suatu hari nanti.",Mereka membuat 1 tahun bersama pada Hari Buruh di mana mereka merayakan di Vegas.,"Pada suatu malam, mereka mabuk dan memutuskan untuk menikah.",5 tahun kemudian dan mereka baru saja merayakan hari jadi pada Hari Buruh.
bf1b9641-0232-44a5-ace0-5fc88a4b91cb,DJ,Todd suka DJ di waktu luangnya.,Dia mendapat manfaat lokal.,Salah satu orang di kerumunan akan menikah dalam setahun.,Mereka menyukai cara Todd Dj'd.,Orang itu meminta Todd untuk DJ pernikahan mereka.
87a11a54-eaf7-4b4d-84c2-cf104847ea78,Proposal pernikahan,Sara telah berkencan dengan Joe selama 2 tahun.,Dia yakin dia akan melamarnya.,Suatu malam dia membawanya ke restoran terbaik.,"Sementara di sana, dia memintanya untuk menikah dengannya.",Dia berkata ya.
cf9faa76-2f82-4a27-aa04-a482a6d8eab1,Usul,Evan telah berkencan dengan Kim selama 6 minggu.,Dia langsung jatuh cinta padanya.,Dia masih tidak yakin.,Evan akhirnya memutuskan untuk melamar Kim.,Dia mengatakan ya dan mereka mulai merencanakan pernikahan mereka.
d68cabc9-9e3a-45d1-9b18-8aa345ea9e90,Pernikahan,Austin dan Ally merencanakan pernikahan mereka.,Mereka kewalahan dengan semua yang harus masuk ke dalamnya.,"Setelah membicarakannya, mereka memutuskan untuk mengundang beberapa orang.",Mereka berencana pernikahan tujuan kecil.,Yang penting bagi mereka adalah menikah.
e2c4d0d6-4023-4a80-8e97-1e3f220118c4,Perempuan cantik,Jenny adalah gadis tercantik di kelas.,Dia menyadari bahwa dia bisa berkencan dengan siapa pun yang dia inginkan.,Dia jatuh cinta dengan kapten tim sepak bola.,"Meskipun dia berkencan dengannya, dia putus dengannya.",Dia sangat menyesal meninggalkannya.
14e6a7a2-d119-4992-aaef-1fcc9aec1b1d,Gaun pengantin bernoda,Brooke akan menikah.,Dia mengenakan gaun pernikahannya.,"Saat dia bersiap -siap untuk berjalan, seseorang menumpahkan kopi padanya.",Brooke merasa malu.,Dia harus berjalan menyusuri lorong dengan noda kopi besar di gaunnya.
86c5aab5-427b-4c66-bf7b-8d12e7cbb31f,Selebriti rahasia,Terry adalah aktor terkenal yang tinggal secara diam -diam di kota kecil.,"Sambil duduk di kedai kopi favoritnya, dia bersin kacamatanya.","Pelayan memperhatikan dan meminta tanda tangan, tetapi Terry menolak.",Sebaliknya dia menawarkan untuk membawanya berkencan jika dia diam.,"Terry dan pelayan bertanggal diam -diam selama setahun, dan sekarang bertunangan."
2b9ad778-7854-4157-9a10-9d9bd17673da,Hari pernikahan,Tina akan menikah.,Dia sangat bersemangat.,Itu adalah hari yang besar.,Tapi tiba -tiba hujan mulai turun.,Tina harus memindahkannya di dalam ruangan.
03b3efc3-7918-423e-8e4c-1649f6a2da76,Usul,Josh dan Julie telah berkencan selama 2 tahun.,Dia telah memutuskan ingin melamar.,Dia membeli cincin yang sempurna.,Dia membawanya makan malam suatu malam.,Lalu akhirnya muncul pertanyaan dan dia menjawab ya.
808a1bb1-a751-4b80-8605-290dec8d8b97,Fotografer Profesional,Tom akan menikah.,Seorang teman menawarkan untuk mengambil foto untuknya.,Tom ingin menghemat uang dan setuju.,Sebagian besar gambar keluar buruk.,Tom menyesali tidak menjadi profesional.
3071448a-e2ff-4d1a-bcc0-710d2c5dac32,Itu sedikit menyeramkan,Hari ini saya memutuskan untuk mencoba kencan online untuk pertama kalinya.,Saya bertemu seseorang dan kami cocok dan mengobrol hampir sepanjang malam.,Saya mengatakan kepadanya bahwa saya senang bertemu dengannya karena saya tidak bisa bertemu orang baik.,Dia mengatakan kepada saya bahwa dia pernah berada di lembaga mental sebelumnya.,Dia terobsesi dengan gadis terakhir yang dia putus.
9d18189f-a36b-4df0-9c1c-136ccaf48805,Masih mencintai,Shawn dan Maya mulai berkencan di sekolah menengah.,Dia 1 tahun lebih tua dari Maya dan dia lulus di 92.,Mereka sangat jatuh cinta dan ingin menikah sesegera mungkin.,Jadi ketika Maya lulus dari sekolah menengah yang diusulkan Shawn.,Maya mengatakan ya dan mereka menikah pada tahun 2000 dan masih jatuh cinta pada tahun 2016.
f99b622c-5ba2-4803-bf9b-5bd2cb6ccbbf,Memilih gaun,Susie akan menikah.,Dia ingin memilih gaun pengiring pengantin.,Dia membawa saudara perempuannya ke toko lokal.,"Ketika mereka sampai di sana, mereka menemukan gaun merah muda yang sempurna.",Susie merasa lega itu keluar dari jalan.
6d2439c1-b941-42c2-a1f1-5828697a8ad6,Adegan tanggal,Will merasa kesepian.,Akan mendaftar untuk layanan kencan online.,"Will membuat profil, termasuk gambar.",Will mulai mendapatkan email dari wanita lajang di daerahnya.,Sekarang akan berkencan setiap Jumat malam!
bd416b85-94b3-4976-9908-3cd8d0239e96,Tidak mungkin itu terjadi,Hanya beberapa minggu di pekerjaannya ketika Ann menemukan cinta.,Seorang manajer yang lucu mendatanginya dan mengajaknya kencan.,Sejauh ini mereka telah berada di berbagai tanggal.,Ann benar -benar jatuh kepala untuknya.,Tapi kemudian dia tahu dia sudah menikah dan dia harus mencampakkannya.
8e18af65-72a4-4eb3-acf9-7faaff27e9cf,Aturan Pernikahan,Dave dan Ali akan menikah di sebuah gereja.,Direktur pernikahan mengatakan bahwa tidak ada minum yang diizinkan di gereja.,"Pria terbaik Dave, Keith, muncul dengan alkohol di napas.",Ali memberi Keith napas permen dan menjauhkannya dari sutradara.,Pernikahan Dave dan Ali meledak tanpa hambatan.
732f99b4-1344-4aff-8cac-79a5f2b7ef9a,Membeli cinta,Tom bercerai.,Dia memiliki seorang putra yang ingin dia pertahankan.,Mereka memperjuangkan hak.,Tom mengira dia bisa membeli cinta putranya dengan hadiah.,Itu bekerja dengan cukup baik.
0e255b06-99f8-4baf-90cc-db34fa411296,Pertunangan,Sue dan Steve telah berkencan selama 3 tahun.,Sue yakin mereka akan bertunangan.,Suatu hari Steve mengajak Sue jalan -jalan.,"Selama berjalan, dia berlutut.",Dia memintanya untuk menikah dengannya dan dia menjawab ya.
5aa9a4a0-4427-4fc4-bcba-70c0a91271e6,Pendeta,Mallory adalah seorang imam yang ditahbiskan dan dia bisa menikahi siapa pun.,Dia mulai melakukan pernikahan lokal untuk teman-teman gay dan rekan kerjanya.,Dia mulai percaya bahwa dia adalah seorang imam sejati dan mulai mengenakan jubah.,Dia terus melakukan pernikahan dan bertingkah seperti seorang pendeta di waktu liburnya.,"Gereja mengira dia melakukannya dengan sangat baik, dia diundang."
a9c926ce-02e9-4277-b178-e601a182a82e,Usul,Jim dan Donna telah berkencan selama 3 tahun.,Jim siap melamar Donna.,Dia merencanakan malam yang sempurna.,Dia membawanya makan malam dan kemudian berjalan -jalan di pantai.,Kemudian Jim melamar dan dia menjawab ya.
2f4984ff-e71f-4c30-8c70-6d52d03c49b7,Gaun pengantin,Kayla akan menikah dalam beberapa bulan.,Dia telah menunggu sampai menit terakhir untuk berbelanja gaun.,"Dia telah mencari di mana -mana, tetapi tidak dapat menemukannya.",Dia akhirnya pergi berbelanja di toko kecil.,"Ketika dia masuk, dia menemukan gaun mimpinya."
a262f68b-5c08-451b-a9fd-f66ace563f80,Penata rambut,Cucu perempuan Judy akan menikah.,Dia menjadwalkan janji temu rambut.,Judy membenci bagaimana rambutnya keluar.,Dia pikir dia terlihat mengerikan di semua foto.,Judy tidak pernah kembali ke penata rambut.
3dbdd9bb-3b42-44e3-a34b-94dda01eb498,Pergi ke militer,Susie memiliki banyak tujuan untuk anak -anaknya.,Dia ingin mereka semua pergi ke perguruan tinggi yang baik untuk mengarah ke karier.,Tetapi putrinya Amy punya rencana yang berbeda.,Amy ingin pergi ke militer dan Susie tidak siap untuk itu.,Ketika Susie tahu dia patah hati dan mencoba meyakinkannya.
1c8dce9e-1a50-4296-8409-ba258f1b3dde,Lamaran Nikah,Saya membeli cincin pertunangan.,Setelah makan malam saya memberikannya kepada istri saya.,Dia setuju untuk menikah denganku.,Kami berpelukan dan berciuman.,Saya merasa bangga.
d3683bdd-bb79-46c1-ac42-eed7f3c26bb5,Mengingat hari Minggu,Alex telah jatuh cinta dengan seorang gadis selama bertahun -tahun.,Dia menghancurkan hatinya belum lama ini.,"Setelah menyadari apa yang hilang, dia mencoba menemukannya.","Dia bertanya -tanya, tetapi dia tahu dia pindah.",Alex menjadi patah hati karena mengacaukannya.
73ffe926-9da6-43a4-832d-92cbd0ff1f16,Usul,Sue dan Jim telah berkencan selama 1 tahun.,Jim siap melamar untuk menuntut.,Dia menemukan cincin yang sempurna.,"Saat makan malam, dia memutuskan akan mengajukan pertanyaan.",Sue berkata ya.
a2874038-13b5-4e19-90d5-30d508228930,Kehamilan Kehamilan,Jane sudah menikah.,Suaminya menjalani vasektomi.,Dia melewatkan menstruasi beberapa kali.,Jane menjadi takut dia hamil.,Untungnya bukan itu masalahnya.
fde61737-5dc0-457e-b8d4-1900fb86ae70,Selalu bersama teman -teman,"Ketika Fred dan Kelly mulai berkencan, mereka tidak pernah sendirian.",Kelly selalu harus menghabiskan waktu bersama teman -temannya.,Dia menyukai teman -temannya tetapi dia ingin berjalan -jalan dengan Fred.,Akhirnya dia membawanya ke arahnya meskipun dia gugup.,Dia setuju bahwa mereka harus menghabiskan lebih banyak waktu bersama sebagai pasangan.
b352b2cb-53fd-4948-86a9-202af0fb0308,Pria terbaik,Will senang menjadi pria terbaik temannya.,Akan memanggang pasangan itu saat makan malam latihan.,Will mengurus kebutuhan temannya.,"Akhirnya, Will menyajikan cincin itu selama upacara.",Will menerima hadiah terima kasih yang sangat bagus dari temannya yang baru menikah.
725178e8-5e08-4138-9c02-927429ed2e6a,Server baru,Jan adalah server baru di sebuah restoran tempat Lars bekerja.,Jan tidak berpengalaman dan takut dia akan mengacaukan.,Lars memperhatikan hal ini dan menawarkan untuk membantunya mempelajari tali.,Dengan bantuannya dia bisa menjadi server yang lebih terampil.,"Ini juga membawa mereka lebih dekat satu sama lain, dan mereka mulai berkencan."
3b2a3675-e69f-4335-9fbb-059e848fc8fe,Jalan -jalan di taman,Karl dan Karen berkencan.,Mereka pergi untuk hari Minggu sore di taman.,Itu adalah hari musim gugur yang indah.,Karl berlutut di bawah dan kayu ek kuno dan mengusulkan pernikahan.,Karen menerima dan mereka merayakannya.
ddaa7ae1-5c3c-4d04-8e10-f19912565286,Semua tentang seorang anak laki -laki,Rachael dan Kristy adalah teman baik.,Rachael berkencan dengan seorang anak laki -laki bernama Mark.,Mark putus dengan Rachel tanpa alasan.,Minggu berikutnya Mark dan Kristy mulai berkencan.,Rachael dan Kristy bukan lagi teman baik.
f51c9cd6-0aa9-41cd-8a78-1ee641d69d2c,Pertunangan,Megan dan Blake adalah kekasih sekolah menengah.,Mereka berkencan selama 12 tahun.,Semua orang selalu tahu mereka akan menikah.,Blake menunggu sampai ulang tahun ke -15 mereka untuk mengajukan pertanyaan.,Megan berkata ya dia akan menikah dengannya.
f4c6b5fe-ecc8-4ac4-9374-63fb2b7c8de2,Gaun yang sempurna,Suzy akan menikah.,Dia membutuhkan gaun yang sempurna.,Jadi dia pergi ke toko.,Dia menyukai yang pertama yang dilihatnya.,Dia mencobanya dan itu sempurna.
90a8ab8f-1566-4308-9571-9318fb5c6a51,Kehilangan suami yang menyedihkan,Suami Kelly sangat sakit.,Dia takut kehilangan dia.,Kelly membawanya ke rumah sakit.,Hari berikutnya dia meninggal.,Kelly patah hati.
93e5a777-6707-4b00-be14-04039d6085a9,Perincian,Alexa menikah dan seorang ibu dari 3 anak.,Tua yang tertua didiagnosis dengan autisme dan dia memberinya kesulitan.,Alexa menangani perilakunya sendiri karena suaminya tidak membantunya.,"Setelah 6 tahun melakukannya sendirian, ia menjadi sangat kewalahan.","Sayangnya, dia mengalami gangguan dan berakhir di bangsal psikis."
8e180680-2056-48b5-a514-748852b40555,Hubungan jarak jauh,Sam dan Jane telah menikah selama setahun sekarang.,Mereka berdua tinggal di tempat yang berbeda karena bekerja.,Mereka segera tumbuh terpisah satu sama lain baik secara emosional maupun fisik.,"Suatu hari, Sam bertemu wanita lain di kotanya dan jatuh cinta.",Sam dan Jane menyadari bahwa jarak telah membunuh hubungan mereka.
ca8bc262-b460-4710-b22a-0a58dd107437,Menari bersama selamanya,Mimi dan Bill bertemu di sekolah menengah.,Mereka berdua suka menari dan sering keluar bersama.,Setelah waktu yang singkat mereka jatuh cinta dan menikah.,"Pada hari pernikahan mereka, mereka menari selama berjam -jam.",Bahkan setelah 50 tahun mereka masih menari setiap minggu.
7861e1f2-142d-4031-ac72-4fd3ad06654e,Rencana pernikahan,Saya berbicara dengan keponakan saya pada hari Sabtu.,Dia telah tinggal bersama seorang pria selama 7 tahun.,Saya bertanya apakah dia akan menikah dengannya.,Dia bilang dia ingin.`.,Ibunya datang dan memelototinya.
e1a9d2f1-768d-4490-86e5-20180aee8b85,Cinta,Saya bertemu JC di forum untuk Mturk.,Kami jatuh untuk satu sama lain dengan cepat.,Saya mengusir suami saya dan dia mengajukan perceraian.,Saya pergi untuk mendapatkan JC untuk tinggal bersama saya.,Saya akhirnya akan menemukan kebahagiaan saya.
239fc89c-1f73-4ab9-934b-ae4524af1202,Burung lovebird,Tony dan Tisa telah berkencan selama tujuh tahun.,Mereka pergi berkencan ke bioskop.,Selama film Tony meminta Tisa untuk menikah dengannya.,Dia berkata ya.,Seluruh bioskop bersorak.
d14fc434-01da-4b39-9e7b-3733c510ac29,Film yang menakutkan,Tim berkencan dengan seorang gadis yang mudah takut.,Dia memutuskan untuk memiliki malam film horor.,Dia dengan enggan setuju.,Pacar Tim takut dan tetap dekat dengannya.,Rencana Tim bekerja dengan sempurna.
e8053f56-5c00-49b0-9abc-140ae6beaafb,Musik yang berbeda,Tom menyukai musik yang sangat aneh.,Dia berkencan dengan seorang gadis dengan selera yang berbeda.,"Setiap kali mereka nongkrong, mereka berdebat tentang apa yang harus didengarkan.",Tom lebih terbuka untuk semuanya.,Akhirnya pacarnya lebih mengendalikan daftar putar.
b1945f1e-0601-4914-b88b-0527acc57bfa,Pernikahan yang hancur,Tim akan menikah.,Dia gugup tentang hal itu.,Ketika di depan semua orang dia muntah.,Itu sangat berantakan.,Pernikahan itu harus ditunda.
0ea838ac-4d25-448c-962b-c2e350f005dd,Puisi,Claire tidak pernah menemukan sukacita dalam hal apa pun setelah orang tuanya bercerai.,Dia membuat dirinya sibuk untuk melupakan rasa sakit perceraian.,Tidak ada yang benar -benar membuatnya bahagia sampai suatu hari dia menemukan buku.,Buku ini berisi puisi dari berbagai artis.,Puisi itu menenangkan Claire sehingga dia memutuskan untuk menulis puisinya sendiri.
93222839-0dc7-459f-b3b5-d183a4baa43b,Berkhayal,Teman FB saya Tasha berselingkuh dengan pria yang sudah menikah selama 10 tahun.,Dia memutuskannya tahun ini.,Tasha sangat terpukul.,Hari ini dia memposting foto di FB seolah -olah mereka masih bersama.,Saya merasa tidak enak untuk Tasha.
bf1b33df-0f94-4a14-a528-1ad6ef132096,Tulip,Keluarga Jean memiliki warisan Belanda.,"Jadi ketika dia menikah, dia memikirkan bantuan yang lucu.",Dia memutuskan untuk mendapatkan umbi tulip untuk semua orang.,Dia pikir ini adalah cara yang lucu bagi orang untuk mengingatnya.,Dan tulip adalah bunga nasional Belanda.
9e52696a-08f6-4637-b372-eadf2f50741f,Deadbeat Ex,Kate menceraikan suaminya beberapa waktu lalu.,Dia seharusnya membantu mendukung anak -anaknya.,Dia terus kehilangan pembayaran tunjangan anaknya.,Kate harus membawanya ke pengadilan.,Akhirnya dia mendapat uang.
78780571-b8ee-4f13-bf8c-74c2fb2af06e,Bercerai dengan senang hati,"Rita dan Justin menikah, tetapi mereka berjuang sepanjang waktu.","Mereka selalu marah, bertengkar tentang Bill, ide, dan bahkan makan malam.","Setelah bertahun -tahun berkelahi, Rita dan Justin pindah ke berbagai rumah.",Mereka berdua merasa bahagia untuk pertama kalinya sejak mereka menikah.,Rita dan Justin bercerai dan mereka tidak pernah berdebat lagi.
ce2e02a5-723c-4ae2-9eb1-d1a476428940,Musik pernikahan,Matt dan Jenna akan menikah.,Mereka membutuhkan lagu yang sempurna untuk tarian pernikahan mereka.,Sayangnya tidak ada yang cukup mewah sesuai dengan getaran mereka.,Jenna memilih lagu yang tidak banyak dia pedulikan.,"Yang mengejutkannya, selama tarian Matt menunjukkan kepadanya sebuah lagu tertulis di rumah."
045d5741-9d60-4eaf-b5f3-f224f260df2c,Putus,Salah satu teman putri saya menikah beberapa hari yang lalu.,Salah satu pengiring pengantinnya tertekan.,Dia baru saja putus dengan pacarnya.,Dia meninggalkan rumahnya dan pindah kembali dengan ibunya.,Pengiring pengantin lainnya memberinya dukungan.
6f847131-4bf1-4404-a4b8-0eadc7c5ccbe,Pernikahan Nick dan Lindsay,Itu adalah badai salju terbesar tahun ini mereka menikah.,Banyak orang tidak bisa datang ke hotel karena salju.,Semua orang penting datang.,Itu turun salju selama resepsi.,Banyak orang baru saja mendapat kamar di hotel setelah pernikahan.
8af06163-5132-499e-b1d0-672762e9edcf,Starbucks menyenangkan,Carrie diam -diam berkencan dengan pria yang sudah menikah selama beberapa waktu.,Dia takut memberi tahu sahabatnya.,Suatu hari sahabatnya melihatnya meninggalkan Starbucks dengan teman kencannya.,Dia bertanya nanti tentang siapa dia.,Dia memberitahunya dan terkejut dia tidak kesal.
3eb035fa-1685-49d9-9f02-f0b19d6cc73d,Cerita,Billy dan Jessica menikah dengan bahagia.,Putri mereka akan sering menangis di tengah malam.,Billy dan Jessica mulai membaca cerita pengantar tidur putri mereka.,Putri pasangan itu menyukai cerita.,Anak perempuan itu segera berhenti menangis di tengah malam.
feeeaf3f-22f8-4f93-9b5b-591d929966d3,Pinjaman Pernikahan,Cassie akan segera menikah tetapi hampir tidak mampu membayar banyak.,Dia mendengar bahwa beberapa perusahaan menawarkan pinjaman pernikahan kecil.,"Karena dia memiliki kredit bagus, dia memutuskan untuk melamar.",Untungnya dia memenuhi syarat dan untuk pinjaman besar juga.,Dia akhirnya memiliki pernikahan mimpinya.
0c0acd22-42c8-4871-8ac8-b10d2d1dbfd6,Christie yang dangkal,Christie dan Nate berkencan di perguruan tinggi.,Dia mengatakan kepadanya bahwa dia berencana menjadi dokter.,Dia meminta Christie untuk menikah dengannya.,"Christie menerima proposal itu, meskipun Nate jelek.",Christie hanya peduli dengan uang Nate.
731d1a9a-0e9d-4779-a1bf-2aca65e7345e,Virginia Barat,Mindy menatap sepupunya.,"Dia naksir dia, meskipun mereka adalah sepupu.",Dia mengatakan kepadanya bahwa mereka harus pindah ke Virginia Barat.,Dia bertanya mengapa.,Dia berkata karena mereka dapat menikah secara legal di sana.
fa07d43e-8ae3-44ef-b56e-3f0776559153,Kisah Jazz II,Jessica berkencan dengan Martin karena dia adalah seorang musisi.,Dia mengagumi ketika dia bermain gitar.,Suatu kali dia pergi ke konsernya.,Dia tahu dia bermain jazz.,Dia putus dengannya.
33d4d4f8-17b0-4fa1-ba52-11be584ee9cc,Patah hati,Tracy dan Hayden berkencan selama 18 bulan.,Mereka memiliki hubungan yang sangat baik dan dia sangat mencintainya.,Tapi suatu hari hayden biru putus dengan Tracy.,Dia sangat patah hati dan tidak mengerti mengapa.,Tracy begitu patah hati sehingga dia belum berkencan dalam 3 tahun.
3cede230-94f7-4808-8654-11f23f66aad4,Membubarkan kepolosan,Seluruh hidup Tamekia adalah bohong.,"Dia menampilkan dirinya sebagai pacar yang jujur, sehat, dan penuh kasih.","Karena itu, Charles menikahinya dan membuatnya hamil.",Tapi Tameka segera bercerai dan menuntut tunjangan.,"Ketika putra mereka berusia 10 tahun, Charles menjalani tes darah, anak itu bukan miliknya."
6a0e885d-54b1-493f-b964-d83381ebc02e,Pernikahan,Joann dan istrinya dijadwalkan pernikahan mereka untuk 10 Oktober.,"Beberapa hari sebelum pernikahan, Joann mendapat kaki yang dingin.",Dia ingin membatalkan pernikahan.,Sahabatnya Tyler meyakinkannya untuk melakukannya.,Mereka akhirnya menikah pada hari itu.
ee9c94dc-d03e-4187-b414-99dd8f45795e,Terkadang awal yang baru berarti pulang,"Rita dan Steve bercerai, tetapi mereka tetap berteman.",Rita percaya perceraian itu adalah hal terbaik yang bisa terjadi.,Dia pindah rumah ke pertanian keluarga untuk membantu selama beberapa bulan.,Semuanya bekerja dengan sangat baik sehingga Rita berencana untuk tetap di sana.,Ini adalah rita paling bahagia yang telah dirasakan Rita selama bertahun -tahun.
e0d53555-cffe-4af3-8b11-f10e8db3c5c5,Bekerja dalam makanan cepat saji,Amy bekerja di restoran cepat saji.,Setiap hari dia menerima perintah melalui perjalanan.,"Kebanyakan orang baik, tetapi beberapa dari mereka agak terlalu bagus.",Seorang pria meminta Amy untuk menikah dengannya.,"Sebaliknya, dia bertanya kepadanya apakah dia ingin kentang goreng dengan proposal."
17c25ccf-e5e3-4764-9ca3-34c18bd0a1d9,Adam,Adam tertawa keras di film itu.,Dia bersenang -senang.,Pacar barunya sangat baik malam itu.,Dia mengatakan kepadanya bahwa dia ingin menikahinya.,Dia tiba -tiba mengerutkan kening padanya dan membuat alasan untuk pulang.
